Date,London futures (£ sterling/tonne),New York futures (US$/tonne),ICCO daily price (US$/tonne),ICCO daily price (Euro/tonne)
10/9/03,"1,078.67","1,619.00","1,656.20","1,480.00"
9/9/03,"1,101.00","1,651.33","1,690.56","1,511.00"
8/9/03,"1,122.00","1,679.00","1,718.33","1,544.00"
5/9/03,"1,120.33","1,681.67","1,719.87","1,553.00"
4/9/03,"1,130.33","1,682.33","1,722.26","1,580.00"
3/9/03,"1,109.33","1,642.33","1,682.87","1,551.00"
2/9/03,"1,148.67","1,710.67","1,748.02","1,608.00"
1/9/03,"1,161.67","1,726.17","1,763.67","1,608.00"
29/08/2003,"1,177.00","1,741.67","1,787.75","1,627.00"
28/08/2003,"1,177.33","1,741.67","1,787.86","1,641.00"
27/08/2003,"1,127.33","1,674.33","1,714.12","1,572.00"
26/08/2003,"1,144.00","1,700.67","1,739.34","1,598.00"
25/08/2003,"1,114.17","1,647.67","1,689.40","1,552.00"
22/08/2003,"1,084.33","1,597.00","1,642.22","1,511.00"
21/08/2003,"1,057.00","1,577.00","1,615.71","1,474.00"
20/08/2003,"1,020.00","1,521.00","1,562.88","1,407.00"
19/08/2003,"1,001.67","1,485.00","1,528.11","1,375.00"
18/08/2003,"1,004.67","1,493.00","1,535.52","1,378.00"
15/08/2003,989,"1,460.33","1,510.19","1,342.00"
14/08/2003,965.33,"1,482.00","1,504.05","1,337.00"
13/08/2003,966.67,"1,482.33","1,509.28","1,334.00"
12/8/03,957.33,"1,462.00","1,489.02","1,317.00"
11/8/03,967.67,"1,478.67","1,507.81","1,328.00"
8/8/03,956.67,"1,465.33","1,492.91","1,318.00"
7/8/03,950.67,"1,445.67","1,482.61","1,301.00"
6/8/03,943.33,"1,418.33","1,458.83","1,284.00"
5/8/03,950,"1,445.33","1,477.61","1,302.00"
4/8/03,956.33,"1,450.67","1,485.12","1,309.00"
1/8/03,955.33,"1,444.67","1,480.06","1,316.00"
31/07/2003,961,"1,454.67","1,491.78","1,329.00"
30/07/2003,966.33,"1,466.67","1,505.87","1,326.00"
29/07/2003,964.33,"1,467.67","1,507.61","1,315.00"
28/07/2003,943.33,"1,424.67","1,471.08","1,279.00"
25/07/2003,968.33,"1,452.00","1,501.22","1,304.00"
24/07/2003,962,"1,435.33","1,483.73","1,297.00"
23/07/2003,961.67,"1,430.33","1,480.51","1,289.00"
22/07/2003,950.33,"1,417.33","1,459.43","1,289.00"
21/07/2003,971.67,"1,451.67","1,495.13","1,318.00"
18/07/2003,979.67,"1,446.33","1,491.81","1,328.00"
17/07/2003,"1,028.33","1,533.67","1,574.82","1,409.00"
16/07/2003,"1,011.00","1,502.00","1,548.38","1,380.00"
15/07/2003,991.33,"1,466.67","1,517.28","1,352.00"
14/07/2003,991,"1,479.00","1,527.72","1,355.00"
11/7/03,"1,008.00","1,514.00","1,570.46","1,388.00"
10/7/03,"1,006.00","1,515.00","1,569.54","1,379.00"
9/7/03,"1,036.67","1,580.33","1,625.31","1,437.00"
8/7/03,"1,062.00","1,624.67","1,668.84","1,481.00"
7/7/03,"1,069.00","1,637.00","1,690.72","1,491.00"
4/7/03,"1,056.00","1,630.00","1,685.43","1,467.00"
3/7/03,"1,045.67","1,623.00","1,675.48","1,456.00"
2/7/03,"1,052.33","1,627.00","1,679.31","1,457.00"
1/7/03,"1,049.67","1,606.67","1,665.74","1,438.00"
30/06/2003,"1,061.67","1,630.67","1,682.42","1,463.00"
27/06/2003,"1,044.67","1,612.33","1,657.34","1,450.00"
26/06/2003,"1,016.33","1,566.67","1,618.73","1,416.00"
25/06/2003,"1,009.67","1,564.67","1,619.32","1,396.00"
24/06/2003,"1,003.67","1,532.33","1,588.45","1,383.00"
23/06/2003,"1,007.67","1,548.33","1,604.08","1,388.00"
20/06/2003,"1,016.00","1,535.00","1,602.65","1,381.00"
19/06/2003,962.67,"1,483.33","1,536.78","1,311.00"
18/06/2003,999.67,"1,556.33","1,607.32","1,373.00"
17/06/2003,"1,006.33","1,539.67","1,606.52","1,360.00"
16/06/2003,971.33,"1,493.00","1,552.85","1,311.00"
13/06/2003,951.33,"1,468.33","1,517.52","1,282.00"
12/6/03,971.33,"1,488.67","1,544.52","1,312.00"
11/6/03,972.33,"1,487.67","1,544.57","1,313.00"
10/6/03,967,"1,469.67","1,523.88","1,305.00"
9/6/03,976.67,"1,483.67","1,535.69","1,308.00"
6/6/03,974,"1,478.00","1,538.61","1,315.00"
5/6/03,979,"1,492.00","1,548.76","1,304.00"
4/6/03,"1,007.00","1,520.67","1,572.88","1,344.00"
3/6/03,"1,006.67","1,513.33","1,566.71","1,338.00"
2/6/03,"1,026.00","1,523.00","1,591.69","1,355.00"
30/05/2003,994.67,"1,480.33","1,546.29","1,314.00"
29/05/2003,990,"1,474.33","1,544.02","1,305.00"
28/05/2003,"1,032.67","1,562.00","1,615.81","1,376.00"
27/05/2003,"1,022.67","1,554.33","1,606.22","1,355.00"
23/05/2003,"1,089.00","1,651.00","1,706.77","1,447.00"
22/05/2003,"1,085.00","1,642.33","1,697.79","1,451.00"
21/05/2003,"1,047.67","1,604.00","1,652.44","1,411.00"
20/05/2003,"1,052.67","1,612.67","1,658.99","1,419.00"
19/05/2003,"1,089.67","1,653.33","1,707.23","1,460.00"
16/05/2003,"1,132.00","1,712.00","1,764.85","1,529.00"
15/05/2003,"1,116.00","1,680.33","1,736.45","1,515.00"
14/05/2003,"1,139.00","1,715.00","1,767.19","1,537.00"
13/05/2003,"1,136.33","1,693.67","1,750.64","1,522.00"
12/5/03,"1,176.33","1,756.67","1,814.05","1,569.00"
9/5/03,"1,188.00","1,775.00","1,829.82","1,593.00"
8/5/03,"1,189.67","1,767.00","1,826.16","1,593.00"
7/5/03,"1,194.33","1,780.33","1,830.67","1,612.00"
6/5/03,"1,214.33","1,836.67","1,887.07","1,662.00"
5/5/03,"1,229.83","1,829.67","1,891.47","1,678.00"
2/5/03,"1,245.33","1,897.67","1,935.20","1,728.00"
1/5/03,"1,259.00","1,945.67","1,975.09","1,756.00"
30/04/2003,"1,259.00","1,931.67","1,961.64","1,755.00"
29/04/2003,"1,267.33","1,941.33","1,967.30","1,786.00"
28/04/2003,"1,254.67","1,915.33","1,944.43","1,768.00"
25/04/2003,"1,264.67","1,933.67","1,961.91","1,778.00"
24/04/2003,"1,248.00","1,885.33","1,928.09","1,747.00"
23/04/2003,"1,236.00","1,852.67","1,892.85","1,729.00"
22/04/2003,"1,283.67","1,904.33","1,953.14","1,782.00"
21/04/2003,"1,260.83","1,839.33","1,891.67","1,741.00"
17/04/2003,"1,238.00","1,826.33","1,877.88","1,722.00"
16/04/2003,"1,233.00","1,819.67","1,869.42","1,719.00"
15/04/2003,"1,231.00","1,807.33","1,859.38","1,722.00"
14/04/2003,"1,224.33","1,858.67","1,880.30","1,746.00"
11/4/03,"1,228.67","1,843.00","1,875.81","1,745.00"
10/4/03,"1,262.67","1,904.00","1,933.25","1,789.00"
9/4/03,"1,300.00","1,966.67","1,983.29","1,848.00"
8/4/03,"1,307.33","1,970.00","1,987.40","1,860.00"
7/4/03,"1,286.00","1,926.67","1,949.21","1,834.00"
4/4/03,"1,266.67","1,897.33","1,925.68","1,796.00"
3/4/03,"1,265.00","1,910.67","1,938.84","1,806.00"
2/4/03,"1,282.67","1,937.00","1,961.80","1,822.00"
1/4/03,"1,261.67","1,912.33","1,937.93","1,777.00"
31/03/2003,"1,268.67","1,914.00","1,947.16","1,787.00"
28/03/2003,"1,251.67","1,871.00","1,905.45","1,770.00"
27/03/2003,"1,259.67","1,873.00","1,913.21","1,786.00"
26/03/2003,"1,256.33","1,879.67","1,917.23","1,795.00"
25/03/2003,"1,280.33","1,899.00","1,943.10","1,820.00"
24/03/2003,"1,285.33","1,912.00","1,956.12","1,837.00"
21/03/2003,"1,316.33","1,951.67","1,995.47","1,893.00"
20/03/2003,"1,335.00","1,986.00","2,026.76","1,910.00"
19/03/2003,"1,334.67","1,981.00","2,021.30","1,909.00"
18/03/2003,"1,363.00","2,010.33","2,057.40","1,936.00"
17/03/2003,"1,315.00","1,936.33","1,987.82","1,875.00"
14/03/2003,"1,312.00","1,950.33","1,999.74","1,865.00"
13/03/2003,"1,301.00","1,945.33","2,005.30","1,845.00"
12/3/03,"1,312.00","1,961.67","2,027.09","1,839.00"
11/3/03,"1,313.00","1,961.33","2,021.55","1,832.00"
10/3/03,"1,328.67","1,978.67","2,040.51","1,844.00"
7/3/03,"1,338.67","2,008.00","2,064.26","1,874.00"
6/3/03,"1,316.67","1,965.67","2,026.82","1,843.00"
5/3/03,"1,327.67","1,985.00","2,042.95","1,863.00"
4/3/03,"1,325.67","1,951.00","2,012.44","1,849.00"
3/3/03,"1,306.33","1,918.33","1,977.42","1,825.00"
28/02/2003,"1,360.33","2,005.67","2,061.38","1,912.00"
27/02/2003,"1,362.33","2,012.00","2,070.49","1,924.00"
26/02/2003,"1,352.00","1,991.67","2,052.89","1,902.00"
25/02/2003,"1,321.67","1,925.00","1,989.30","1,845.00"
24/02/2003,"1,398.33","2,071.67","2,132.48","1,978.00"
21/02/2003,"1,384.00","2,046.33","2,108.78","1,955.00"
20/02/2003,"1,385.33","2,045.00","2,112.83","1,952.00"
19/02/2003,"1,489.67","2,251.33","2,300.90","2,141.00"
18/02/2003,"1,480.00","2,293.50","2,311.92","2,158.00"
17/02/2003,"1,493.00","2,293.50","2,326.89","2,167.00"
14/02/2003,"1,493.67","2,335.67","2,357.76","2,183.00"
13/02/2003,"1,456.33","2,271.67","2,303.89","2,126.00"
12/2/03,"1,467.33","2,288.33","2,317.12","2,162.00"
11/2/03,"1,442.33","2,256.33","2,282.97","2,122.00"
10/2/03,"1,457.00","2,291.00","2,317.91","2,158.00"
7/2/03,"1,472.00","2,335.67","2,353.24","2,178.00"
6/2/03,"1,425.67","2,263.67","2,285.16","2,107.00"
5/2/03,"1,465.67","2,343.00","2,361.11","2,182.00"
4/2/03,"1,477.67","2,357.00","2,381.32","2,188.00"
3/2/03,"1,469.33","2,335.00","2,356.96","2,188.00"
31/01/2003,"1,479.33","2,354.33","2,378.79","2,215.00"
30/01/2003,"1,463.33","2,337.33","2,360.70","2,186.00"
29/01/2003,"1,447.33","2,296.00","2,325.01","2,141.00"
28/01/2003,"1,428.33","2,254.67","2,284.21","2,109.00"
27/01/2003,"1,390.00","2,204.00","2,224.63","2,050.00"
24/01/2003,"1,365.67","2,151.33","2,176.80","2,010.00"
23/01/2003,"1,395.33","2,193.67","2,214.91","2,058.00"
22/01/2003,"1,370.00","2,134.00","2,160.09","2,015.00"
21/01/2003,"1,371.00","2,125.33","2,154.98","2,016.00"
20/01/2003,"1,365.67","2,125.00","2,146.36","2,011.00"
17/01/2003,"1,365.67","2,124.67","2,153.36","2,020.00"
16/01/2003,"1,371.67","2,126.33","2,152.54","2,034.00"
15/01/2003,"1,336.33","2,051.33","2,084.08","1,970.00"
14/01/2003,"1,329.67","2,041.33","2,074.96","1,966.00"
13/01/2003,"1,337.67","2,055.67","2,087.07","1,980.00"
10/1/03,"1,373.00","2,121.67","2,150.41","2,039.00"
9/1/03,"1,379.67","2,135.00","2,160.02","2,063.00"
8/1/03,"1,353.67","2,065.00","2,108.29","2,014.00"
7/1/03,"1,404.00","2,166.33","2,196.15","2,108.00"
6/1/03,"1,405.33","2,163.33","2,197.78","2,098.00"
3/1/03,"1,386.67","2,118.67","2,157.99","2,071.00"
2/1/03,"1,361.00","2,083.00","2,114.89","2,042.00"
31/12/2002,"1,299.67","2,007.67","2,036.65","1,942.00"
30/12/2002,"1,298.33","1,988.67","2,022.58","1,932.00"
27/12/2002,"1,308.33","2,002.67","2,036.94","1,956.00"
24/12/2002,"1,330.67","2,034.67","2,065.87","2,005.00"
23/12/2002,"1,340.00","2,034.33","2,067.63","2,021.00"
20/12/2002,"1,347.00","2,050.00","2,090.27","2,037.00"
19/12/2002,"1,352.33","2,057.33","2,096.43","2,049.00"
18/12/2002,"1,352.00","2,043.67","2,089.78","2,038.00"
17/12/2002,"1,353.00","2,059.67","2,097.22","2,041.00"
16/12/2002,"1,340.33","2,028.67","2,067.53","2,026.00"
13/12/2002,"1,351.67","2,042.67","2,082.32","2,037.00"
12/12/02,"1,346.33","2,012.33","2,056.68","2,018.00"
11/12/02,"1,347.00","2,005.00","2,050.36","2,033.00"
10/12/02,"1,385.67","2,072.00","2,110.17","2,094.00"
9/12/02,"1,359.00","2,033.33","2,076.28","2,058.00"
6/12/02,"1,285.67","1,929.67","1,964.15","1,949.00"
5/12/02,"1,258.67","1,877.33","1,914.95","1,917.00"
4/12/02,"1,235.67","1,833.33","1,874.00","1,875.00"
3/12/02,"1,232.00","1,815.67","1,863.06","1,868.00"
2/12/02,"1,199.00","1,741.67","1,791.61","1,804.00"
29/11/2002,"1,212.33","1,716.67","1,789.83","1,802.00"
28/11/2002,"1,187.00","1,716.67","1,768.20","1,778.00"
27/11/2002,"1,181.33","1,691.67","1,748.17","1,766.00"
26/11/2002,"1,153.33","1,680.67","1,723.30","1,738.00"
25/11/2002,"1,163.67","1,696.00","1,748.36","1,760.00"
22/11/2002,"1,174.67","1,723.00","1,776.74","1,782.00"
21/11/2002,"1,182.67","1,729.67","1,785.48","1,787.00"
20/11/2002,"1,184.67","1,727.33","1,785.01","1,780.00"
19/11/2002,"1,186.67","1,736.33","1,798.99","1,781.00"
18/11/2002,"1,195.67","1,741.33","1,803.38","1,788.00"
15/11/2002,"1,183.67","1,714.00","1,780.23","1,765.00"
14/11/2002,"1,158.67","1,729.67","1,768.07","1,762.00"
13/11/2002,"1,158.33","1,716.67","1,765.31","1,755.00"
12/11/02,"1,172.67","1,742.67","1,791.26","1,773.00"
11/11/02,"1,214.67","1,817.33","1,861.42","1,842.00"
8/11/02,"1,242.33","1,858.00","1,905.60","1,880.00"
7/11/02,"1,269.33","1,886.33","1,933.50","1,916.00"
6/11/02,"1,280.67","1,874.00","1,924.27","1,929.00"
5/11/02,"1,228.67","1,801.00","1,849.89","1,851.00"
4/11/02,"1,235.33","1,795.67","1,847.31","1,856.00"
1/11/02,"1,290.67","1,886.33","1,941.05","1,946.00"
31/10/2002,"1,316.00","1,911.67","1,972.90","1,996.00"
30/10/2002,"1,325.33","1,914.67","1,977.74","2,011.00"
29/10/2002,"1,320.00","1,890.67","1,962.72","1,993.00"
28/10/2002,"1,377.33","1,974.33","2,050.12","2,083.00"
25/10/2002,"1,421.67","2,032.33","2,108.68","2,160.00"
24/10/2002,"1,434.00","2,024.00","2,110.23","2,166.00"
23/10/2002,"1,434.33","2,037.00","2,118.45","2,167.00"
22/10/2002,"1,416.00","1,997.33","2,081.84","2,127.00"
21/10/2002,"1,368.00","1,930.33","2,008.37","2,063.00"
18/10/2002,"1,365.33","1,916.00","2,002.72","2,063.00"
17/10/2002,"1,468.67","2,112.67","2,183.61","2,247.00"
16/10/2002,"1,468.67","2,229.00","2,243.61","2,284.00"
15/10/2002,"1,594.67","2,300.00","2,376.66","2,424.00"
14/10/2002,"1,621.33","2,337.67","2,417.91","2,450.00"
11/10/02,"1,607.00","2,326.33","2,403.85","2,439.00"
10/10/02,"1,620.00","2,367.00","2,436.08","2,471.00"
9/10/02,"1,596.67","2,315.33","2,389.57","2,420.00"
8/10/02,"1,570.33","2,270.67","2,345.04","2,394.00"
7/10/02,"1,555.33","2,256.67","2,332.04","2,375.00"
4/10/02,"1,545.33","2,230.00","2,314.60","2,356.00"
3/10/02,"1,536.33","2,222.33","2,304.40","2,333.00"
2/10/02,"1,530.67","2,207.67","2,289.30","2,326.00"
1/10/02,"1,528.33","2,206.00","2,290.59","2,323.00"
30/09/2002,"1,531.33","2,202.00","2,290.31","2,319.00"
27/09/2002,"1,521.67","2,161.00","2,250.70","2,302.00"
26/09/2002,"1,510.67","2,162.33","2,244.27","2,298.00"
25/09/2002,"1,505.33","2,166.00","2,246.81","2,293.00"
24/09/2002,"1,491.67","2,132.33","2,214.97","2,256.00"
23/09/2002,"1,494.33","2,143.00","2,223.33","2,263.00"
20/09/2002,"1,492.67","2,125.33","2,211.80","2,249.00"
19/09/2002,"1,493.00","2,133.33","2,216.16","2,256.00"
18/09/2002,"1,470.67","2,086.33","2,172.90","2,220.00"
17/09/2002,"1,467.67","2,070.00","2,148.92","2,218.00"
16/09/2002,"1,459.00","2,057.67","2,143.22","2,205.00"
13/09/2002,"1,430.33","2,026.00","2,115.82","2,172.00"
12/9/02,"1,438.67","2,043.67","2,128.42","2,180.00"
11/9/02,"1,435.67","2,034.00","2,117.62","2,178.00"
10/9/02,"1,427.67","2,024.33","2,109.79","2,162.00"
9/9/02,"1,434.33","2,042.67","2,127.38","2,166.00"
6/9/02,"1,429.33","2,039.67","2,122.89","2,157.00"
5/9/02,"1,414.67","2,012.67","2,102.56","2,121.00"
4/9/02,"1,409.00","2,006.33","2,093.73","2,110.00"
3/9/02,"1,394.33","1,973.33","2,066.65","2,079.00"
2/9/02,"1,432.33","1,992.67","2,094.43","2,126.00"
30/08/2002,"1,433.00","2,012.00","2,103.36","2,144.00"
29/08/2002,"1,430.00","2,025.33","2,108.30","2,144.00"
28/08/2002,"1,420.33","1,991.67","2,075.43","2,113.00"
27/08/2002,"1,415.67","1,971.33","2,057.47","2,096.00"
26/08/2002,"1,416.50","1,950.00","2,042.44","2,099.00"
23/08/2002,"1,417.33","1,961.33","2,047.32","2,105.00"
22/08/2002,"1,415.67","1,956.67","2,041.75","2,105.00"
21/08/2002,"1,392.33","1,931.67","2,019.06","2,062.00"
20/08/2002,"1,367.00","1,907.00","1,985.82","2,031.00"
19/08/2002,"1,352.67","1,884.33","1,963.90","2,009.00"
16/08/2002,"1,337.00","1,870.67","1,951.62","1,984.00"
15/08/2002,"1,338.00","1,871.00","1,951.81","1,985.00"
14/08/2002,"1,329.00","1,834.00","1,931.59","1,958.00"
13/08/2002,"1,335.33","1,821.00","1,921.55","1,963.00"
12/8/02,"1,322.00","1,799.33","1,901.84","1,944.00"
9/8/02,"1,322.33","1,799.00","1,895.98","1,952.00"
8/8/02,"1,306.33","1,767.67","1,871.00","1,940.00"
7/8/02,"1,305.00","1,774.00","1,877.98","1,927.00"
6/8/02,"1,279.67","1,739.67","1,843.50","1,913.00"
5/8/02,"1,255.33","1,723.00","1,834.48","1,865.00"
2/8/02,"1,251.33","1,712.33","1,828.58","1,851.00"
1/8/02,"1,296.33","1,753.33","1,875.52","1,904.00"
31/07/2002,"1,316.67","1,794.00","1,914.78","1,954.00"
30/07/2002,"1,293.33","1,777.33","1,894.69","1,919.00"
29/07/2002,"1,300.00","1,765.33","1,884.48","1,927.00"
26/07/2002,"1,315.67","1,788.00","1,911.27","1,935.00"
25/07/2002,"1,311.00","1,795.33","1,919.43","1,918.00"
24/07/2002,"1,266.00","1,723.67","1,847.73","1,859.00"
23/07/2002,"1,288.33","1,765.67","1,880.62","1,893.00"
22/07/2002,"1,308.00","1,806.00","1,925.33","1,906.00"
19/07/2002,"1,297.00","1,784.33","1,904.57","1,877.00"
18/07/2002,"1,273.67","1,732.67","1,854.70","1,839.00"
17/07/2002,"1,278.33","1,750.33","1,867.12","1,851.00"
16/07/2002,"1,302.00","1,792.67","1,907.14","1,893.00"
15/07/2002,"1,301.33","1,779.00","1,897.09","1,883.00"
12/7/02,"1,282.33","1,727.67","1,846.23","1,864.00"
11/7/02,"1,317.00","1,787.67","1,906.01","1,920.00"
10/7/02,"1,307.00","1,759.33","1,880.04","1,901.00"
9/7/02,"1,301.33","1,744.33","1,867.23","1,878.00"
8/7/02,"1,285.33","1,710.67","1,830.80","1,854.00"
5/7/02,"1,295.33","1,703.50","1,825.35","1,876.00"
4/7/02,"1,295.00","1,703.50","1,827.53","1,867.00"
3/7/02,"1,277.00","1,696.33","1,811.66","1,845.00"
2/7/02,"1,268.33","1,682.33","1,800.38","1,829.00"
1/7/02,"1,249.00","1,656.67","1,773.51","1,793.00"
28/06/2002,"1,240.67","1,635.00","1,752.47","1,777.00"
27/06/2002,"1,241.33","1,639.00","1,756.92","1,778.00"
26/06/2002,"1,237.00","1,629.00","1,745.34","1,775.00"
25/06/2002,"1,234.33","1,619.00","1,724.79","1,780.00"
24/06/2002,"1,229.33","1,607.00","1,718.55","1,756.00"
21/06/2002,"1,217.00","1,591.33","1,697.13","1,749.00"
20/06/2002,"1,201.00","1,549.00","1,664.20","1,727.00"
19/06/2002,"1,174.67","1,504.33","1,615.93","1,693.00"
18/06/2002,"1,165.00","1,486.67","1,599.64","1,686.00"
17/06/2002,"1,166.67","1,480.00","1,593.77","1,689.00"
14/06/2002,"1,207.67","1,472.67","1,615.48","1,710.00"
13/06/2002,"1,210.00","1,477.67","1,618.38","1,714.00"
12/6/02,"1,211.00","1,480.67","1,620.55","1,710.00"
11/6/02,"1,190.00","1,454.33","1,591.08","1,685.00"
10/6/02,"1,177.33","1,448.00","1,574.36","1,667.00"
7/6/02,"1,218.00","1,530.67","1,644.70","1,741.00"
6/6/02,"1,220.67","1,539.33","1,650.29","1,746.00"
5/6/02,"1,226.67","1,543.33","1,655.08","1,763.00"
4/6/02,"1,230.17","1,560.67","1,668.39","1,771.00"
3/6/02,"1,230.17","1,554.33","1,666.05","1,775.00"
31/05/2002,"1,233.67","1,570.33","1,677.23","1,795.00"
30/05/2002,"1,235.67","1,574.00","1,682.49","1,795.00"
29/05/2002,"1,227.00","1,553.00","1,662.39","1,785.00"
28/05/2002,"1,208.33","1,532.67","1,639.75","1,766.00"
27/05/2002,"1,196.33","1,526.33","1,624.65","1,764.00"
24/05/2002,"1,198.33","1,520.00","1,623.64","1,761.00"
23/05/2002,"1,207.00","1,532.33","1,633.85","1,769.00"
22/05/2002,"1,204.33","1,528.00","1,632.81","1,762.00"
21/05/2002,"1,218.33","1,554.67","1,654.99","1,800.00"
20/05/2002,"1,207.33","1,535.33","1,638.40","1,778.00"
17/05/2002,"1,211.33","1,545.00","1,646.05","1,788.00"
16/05/2002,"1,210.00","1,550.00","1,646.47","1,807.00"
15/05/2002,"1,171.00","1,495.00","1,590.77","1,752.00"
14/05/2002,"1,167.67","1,491.00","1,581.40","1,752.00"
13/05/2002,"1,163.33","1,499.00","1,588.93","1,745.00"
10/5/02,"1,142.33","1,460.00","1,556.88","1,701.00"
9/5/02,"1,153.00","1,464.00","1,563.89","1,719.00"
8/5/02,"1,146.00","1,446.00","1,546.89","1,711.00"
7/5/02,"1,131.00","1,432.33","1,534.16","1,685.00"
6/5/02,"1,138.67","1,431.00","1,542.12","1,682.00"
3/5/02,"1,146.33","1,456.00","1,559.58","1,708.00"
2/5/02,"1,146.33","1,450.00","1,555.58","1,722.00"
1/5/02,"1,135.67","1,434.67","1,538.73","1,698.00"
30/04/2002,"1,160.33","1,462.33","1,567.30","1,741.00"
29/04/2002,"1,143.00","1,442.00","1,546.13","1,712.00"
26/04/2002,"1,158.33","1,475.67","1,571.46","1,750.00"
25/04/2002,"1,155.33","1,468.00","1,565.09","1,742.00"
24/04/2002,"1,161.00","1,487.00","1,575.07","1,766.00"
23/04/2002,"1,169.67","1,509.00","1,592.86","1,790.00"
22/04/2002,"1,163.67","1,497.33","1,582.72","1,783.00"
19/04/2002,"1,153.67","1,490.00","1,571.11","1,767.00"
18/04/2002,"1,158.33","1,496.67","1,577.82","1,773.00"
17/04/2002,"1,156.00","1,481.00","1,565.86","1,762.00"
16/04/2002,"1,122.33","1,435.67","1,517.47","1,718.00"
15/04/2002,"1,129.67","1,434.67","1,520.81","1,728.00"
12/4/02,"1,174.67","1,491.33","1,580.91","1,798.00"
11/4/02,"1,152.00","1,462.33","1,551.19","1,755.00"
10/4/02,"1,151.67","1,453.67","1,545.29","1,757.00"
9/4/02,"1,168.00","1,482.33","1,570.56","1,785.00"
8/4/02,"1,181.33","1,496.67","1,585.10","1,812.00"
5/4/02,"1,215.67","1,531.00","1,629.17","1,852.00"
4/4/02,"1,183.33","1,491.67","1,586.41","1,804.00"
3/4/02,"1,168.00","1,462.67","1,560.76","1,773.00"
2/4/02,"1,177.67","1,472.33","1,573.75","1,791.00"
1/4/02,"1,183.67","1,485.00","1,587.49","1,801.00"
28/03/2002,"1,189.67","1,480.67","1,579.14","1,813.00"
27/03/2002,"1,189.00","1,490.00","1,583.07","1,814.00"
26/03/2002,"1,170.00","1,456.67","1,554.70","1,773.00"
25/03/2002,"1,185.33","1,475.67","1,574.53","1,796.00"
22/03/2002,"1,214.67","1,511.67","1,613.45","1,835.00"
21/03/2002,"1,189.67","1,495.33","1,588.70","1,797.00"
20/03/2002,"1,190.67","1,494.33","1,587.69","1,797.00"
19/03/2002,"1,208.00","1,517.33","1,608.71","1,827.00"
18/03/2002,"1,217.00","1,524.33","1,621.13","1,836.00"
15/03/2002,"1,229.00","1,539.33","1,636.17","1,855.00"
14/03/2002,"1,232.00","1,546.67","1,639.31","1,859.00"
13/03/2002,"1,230.67","1,538.67","1,631.63","1,860.00"
12/3/02,"1,225.67","1,531.67","1,623.95","1,854.00"
11/3/02,"1,214.00","1,529.33","1,619.23","1,846.00"
8/3/02,"1,192.33","1,500.33","1,587.57","1,816.00"
7/3/02,"1,185.67","1,498.00","1,585.04","1,802.00"
6/3/02,"1,159.33","1,470.67","1,552.00","1,769.00"
5/3/02,"1,151.67","1,460.67","1,540.21","1,771.00"
4/3/02,"1,161.33","1,478.00","1,556.98","1,788.00"
1/3/02,"1,163.33","1,481.00","1,557.36","1,799.00"
28/02/2002,"1,140.33","1,437.33","1,516.16","1,751.00"
27/02/2002,"1,134.00","1,432.67","1,511.18","1,749.00"
26/02/2002,"1,143.33","1,453.33","1,531.37","1,764.00"
25/02/2002,"1,129.33","1,438.33","1,517.01","1,740.00"
22/02/2002,"1,106.00","1,414.00","1,489.85","1,701.00"
21/02/2002,"1,090.33","1,380.00","1,459.37","1,676.00"
20/02/2002,"1,089.33","1,380.67","1,459.54","1,676.00"
19/02/2002,"1,111.67","1,417.67","1,495.62","1,707.00"
18/02/2002,"1,129.33","1,435.00","1,515.63","1,740.00"
15/02/2002,"1,128.00","1,452.33","1,525.33","1,747.00"
14/02/2002,"1,112.67","1,448.00","1,510.57","1,734.00"
13/02/2002,"1,110.00","1,456.00","1,513.30","1,733.00"
12/2/02,"1,119.67","1,461.00","1,523.73","1,738.00"
11/2/02,"1,131.33","1,475.00","1,534.50","1,749.00"
8/2/02,"1,121.67","1,452.33","1,512.99","1,734.00"
7/2/02,"1,109.33","1,439.00","1,492.73","1,719.00"
6/2/02,"1,077.33","1,388.67","1,448.14","1,666.00"
5/2/02,"1,058.67","1,375.00","1,428.99","1,649.00"
4/2/02,"1,070.67","1,393.67","1,449.24","1,668.00"
1/2/02,"1,037.33","1,346.33","1,400.26","1,626.00"
31/01/2002,"1,037.00","1,339.33","1,394.35","1,623.00"
30/01/2002,"1,048.67","1,362.00","1,415.96","1,638.00"
29/01/2002,"1,032.67","1,337.67","1,391.05","1,610.00"
28/01/2002,"1,034.00","1,334.00","1,387.05","1,612.00"
25/01/2002,"1,033.00","1,341.67","1,391.40","1,607.00"
24/01/2002,"1,015.00","1,320.00","1,374.66","1,566.00"
23/01/2002,"1,031.33","1,347.33","1,402.07","1,587.00"
22/01/2002,"1,011.00","1,321.33","1,375.75","1,556.00"
21/01/2002,981.67,"1,298.67","1,347.10","1,525.00"
18/01/2002,984,"1,276.00","1,337.53","1,513.00"
17/01/2002,"1,000.00","1,309.33","1,364.59","1,548.00"
16/01/2002,"1,009.00","1,325.67","1,379.96","1,562.00"
15/01/2002,990.33,"1,301.00","1,357.94","1,523.00"
14/01/2002,976.33,"1,293.33","1,345.70","1,506.00"
11/1/02,"1,015.33","1,343.00","1,396.96","1,568.00"
10/1/02,"1,022.67","1,362.67","1,411.52","1,581.00"
9/1/02,"1,041.33","1,376.00","1,428.26","1,609.00"
